run_id,seed,N,phi,operator_name,operator_family,topology_identity_before,topology_identity_after,valid_before,valid_after,Theta_NM_before,Theta_NM_after,Delta_Theta_NM,Theta_sum_before,Theta_sum_after,Delta_Theta_sum,Theta_shape_before,Theta_shape_after,Delta_Theta_shape,B_rms_before,B_rms_after,Delta_B_rms,S_pred_before,S_pred_after,Delta_S_pred,du_rms_before,du_rms_after,Delta_du_rms,du_max_before,du_max_after,Delta_du_max,U_overlap_before,U_overlap_after,Delta_U_overlap,max_overlap_before,max_overlap_after,Delta_max_overlap,radius_ratio_before,radius_ratio_after,degree_radius_corr_before,degree_radius_corr_after,time_sec,success_left,success_down,success_diagonal,status,notes
1,6001,576,8.39999999999999969e-01,free_ricci,sum_channel,voro_radical,voro_radical_fixed_topology,1,1,1.18930628660624663e-01,1.13326048746430375e-01,-5.60457991419428814e-03,7.01798219966494469e-02,7.38001442548441674e-12,-7.01798219892694336e-02,1.20113654900885714e-01,1.16352867573633389e-01,-3.76078732725232401e-03,5.08387484015149216e-01,5.07010456048882426e-11,-5.08387483964448217e-01,1.06326599752158117e+02,1.81987857142948945e-08,-1.06326599733959327e+02,1.44723130324403454e-01,2.34211939444490491e-10,-1.44723130090191526e-01,4.96276440344299852e-01,4.58645077932486323e-10,-4.96276439885654785e-01,2.46571237642286435e-03,1.03682689430310901e+01,1.03658032306546666e+01,6.81125454725273194e-03,6.17480118615673312e-01,6.10668864068420580e-01,4.74246217406952830e+00,5.44207032832478976e+00,8.22361461352012491e-01,9.19430450299390967e-01,1.06138726100002145e+00,1,1,1,ok,converged: max_abs_K < tol
1,6001,576,8.39999999999999969e-01,post_voro_surgery,topology,voro_radical,post_surgery_nonradical,1,1,1.18930628660624663e-01,1.35894849538722939e-01,1.69642208780982767e-02,7.01798219966494469e-02,6.76322421763232290e-02,-2.54757982032621788e-03,1.20113654900885714e-01,1.42861074225496459e-01,2.27474193246107459e-02,5.08387484015149216e-01,4.86595337416886708e-01,-2.17921465982625073e-02,1.06326599752158117e+02,9.48697676215865044e+01,-1.14568321305716125e+01,1.44723130324403454e-01,1.42863794403271988e-01,-1.85933592113146640e-03,4.96276440344299852e-01,4.41493817948776401e-01,-5.47826223955234504e-02,2.46571237642286435e-03,2.46571237642286435e-03,0.00000000000000000e+00,6.81125454725273194e-03,6.81125454725273194e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.22361461352012491e-01,8.38244364489458382e-01,4.97395932215000016e+02,1,0,0,ok,light topology surgery; no longer radical
1,6001,576,8.39999999999999969e-01,radius_label_swap,sum_channel,voro_radical,voro_radical_rebuilt,1,1,1.18930628660624663e-01,1.18928251123533987e-01,-2.37753709067534125e-06,7.01798219966494469e-02,7.01784683637687173e-02,-1.35363288072953836e-06,1.20113654900885714e-01,1.20113046423320685e-01,-6.08477565028353595e-07,5.08387484015149216e-01,5.08379430277947186e-01,-8.05373720202950949e-06,1.06326599752158117e+02,1.06322602496331257e+02,-3.99725582686016878e-03,1.44723130324403454e-01,1.44716899595437709e-01,-6.23072896574483615e-06,4.96276440344299852e-01,4.96276523430287331e-01,8.30859874789702246e-08,2.46571237642286435e-03,2.45773404114938950e-03,-7.97833527347484653e-06,6.81125454725273194e-03,6.81125454725273194e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.22361461352012491e-01,8.22369348451469917e-01,1.49547055900000032e+01,1,1,1,ok,radius labels permuted; distribution exactly preserved
1,6001,576,8.39999999999999969e-01,shape_descent,shape_channel,voro_radical,voro_radical_rebuilt,1,1,1.18930628660624663e-01,1.18917150621203546e-01,-1.34780394211164722e-05,7.01798219966494469e-02,7.01798219966494469e-02,0.00000000000000000e+00,1.20113654900885714e-01,1.20106281374412358e-01,-7.37352647335598466e-06,5.08387484015149216e-01,5.08387484015149216e-01,0.00000000000000000e+00,1.06326599752158117e+02,1.06326599752158117e+02,0.00000000000000000e+00,1.44723130324403454e-01,1.44723130324403454e-01,0.00000000000000000e+00,4.96276440344299852e-01,4.96276440344299852e-01,0.00000000000000000e+00,2.46571237642286435e-03,2.53240056359906431e-03,6.66881871761999638e-05,6.81125454725273194e-03,6.81125454725273194e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.22361461352012491e-01,8.22361461352012491e-01,1.82631408400000055e+01,0,1,0,ok,stochastic coordinate shape descent
2,6002,576,8.39999999999999969e-01,bounded_ricci_du010,sum_channel,voro_radical,voro_radical_fixed_topology,1,1,1.25036731106796029e-01,1.19864449541478360e-01,-5.17228156531766847e-03,7.63028601210439666e-02,6.04340617078373485e-02,-1.58687984132066182e-02,1.22282817489610868e-01,1.20773430092281309e-01,-1.50938739732955907e-03,5.65875553933832931e-01,4.45430531784824557e-01,-1.20445022149008374e-01,1.17054749913869045e+02,8.17713489036930241e+01,-3.52834010101760214e+01,1.53737371383565330e-01,1.26890792085537635e-01,-2.68465792980276952e-02,5.19851488431121500e-01,4.21491382608503939e-01,-9.83601058226175606e-02,1.23508138377197273e-02,2.62287047166333331e-01,2.49936233328613616e-01,1.43524599916640128e-02,1.23913673591593554e-01,1.09561213599929541e-01,4.74246217406952830e+00,4.76829746811463728e+00,7.95885692841571624e-01,8.48354024199795997e-01,8.27029213999992407e-01,1,1,1,ok,relative_bounded_ricci
2,6002,576,8.39999999999999969e-01,box_shear_aspect,shape_channel,voro_radical,voro_radical_rebuilt,1,1,1.25036731106796029e-01,1.25036390459273228e-01,-3.40647522800718860e-07,7.63028601210439666e-02,7.63028601210439666e-02,0.00000000000000000e+00,1.22282817489610868e-01,1.22280541335001380e-01,-2.27615460948737969e-06,5.65875553933832931e-01,5.65875553933832931e-01,0.00000000000000000e+00,1.17054749913869045e+02,1.17054749913869045e+02,0.00000000000000000e+00,1.53737371383565330e-01,1.53737371383565330e-01,0.00000000000000000e+00,5.19851488431121500e-01,5.19851488431121500e-01,0.00000000000000000e+00,1.23508138377197273e-02,1.23413253248510473e-02,-9.48851286868002131e-06,1.43524599916640128e-02,1.42646213945405442e-02,-8.78385971234685314e-05,4.74246217406952830e+00,4.74246217406952830e+00,7.95885692841571624e-01,7.95885692841571624e-01,1.17855992910000111e+01,0,1,0,ok,aspect-only box strain; shear omitted for rectangular voro++ container
2,6002,576,8.39999999999999969e-01,compression_step,coupled,voro_radical,voro_radical_rebuilt,1,1,1.25036731106796029e-01,1.25036731106796029e-01,0.00000000000000000e+00,7.63028601210439666e-02,7.63028601210439805e-02,1.38777878078144568e-17,1.22282817489610868e-01,1.22282817489610923e-01,5.55111512312578270e-17,5.65875553933832931e-01,5.65875553933832931e-01,0.00000000000000000e+00,1.17054749913869045e+02,1.17054749913869045e+02,0.00000000000000000e+00,1.53737371383565330e-01,1.53737371383565330e-01,0.00000000000000000e+00,5.19851488431121500e-01,5.19851488431121500e-01,0.00000000000000000e+00,1.23508138377197273e-02,0.00000000000000000e+00,-1.23508138377197273e-02,1.43524599916640128e-02,0.00000000000000000e+00,-1.43524599916640128e-02,4.74246217406952830e+00,4.74246217406952830e+00,7.95885692841571624e-01,7.95885692841571624e-01,7.41451087699999789e+00,0,0,0,ok,local phi scan best endpoint
2,6002,576,8.39999999999999969e-01,free_ricci,sum_channel,voro_radical,voro_radical_fixed_topology,1,1,1.25036731106796029e-01,1.14832406993459923e-01,-1.02043241133361051e-02,7.63028601210439666e-02,8.22702526388688303e-12,-7.63028601128169365e-02,1.22282817489610868e-01,1.17867201059520088e-01,-4.41561643009077964e-03,5.65875553933832931e-01,5.43536065424141410e-11,-5.65875553879479298e-01,1.17054749913869045e+02,1.90617800926069971e-08,-1.17054749894807259e+02,1.53737371383565330e-01,2.52295220006571437e-10,-1.53737371131270117e-01,5.19851488431121500e-01,4.55305747219726736e-10,-5.19851487975815707e-01,1.23508138377197273e-02,1.07976085320898818e+01,1.07852577182521614e+01,1.43524599916640128e-02,6.77376754482138965e-01,6.63024294490474952e-01,4.74246217406952830e+00,6.13017535146909243e+00,7.95885692841571624e-01,9.20598170702473517e-01,9.28715092999993885e-01,1,1,1,ok,converged: max_abs_K < tol
2,6002,576,8.39999999999999969e-01,post_voro_surgery,topology,voro_radical,post_surgery_nonradical,1,1,1.25036731106796029e-01,1.33484648349370988e-01,8.44791724257495935e-03,7.63028601210439666e-02,7.20126599085097463e-02,-4.29020021253422035e-03,1.22282817489610868e-01,1.36382144631397112e-01,1.40993271417862442e-02,5.65875553933832931e-01,5.33084005560149121e-01,-3.27915483736838098e-02,1.17054749913869045e+02,9.37768619514030490e+01,-2.32778879624659965e+01,1.53737371383565330e-01,1.46245180386998908e-01,-7.49219099656642240e-03,5.19851488431121500e-01,4.23147141316592645e-01,-9.67043471145288547e-02,1.23508138377197273e-02,1.23508138377197273e-02,0.00000000000000000e+00,1.43524599916640128e-02,1.43524599916640128e-02,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,7.95885692841571624e-01,8.12595548187470151e-01,4.91993447774999993e+02,1,0,0,ok,light topology surgery; no longer radical
2,6002,576,8.39999999999999969e-01,radius_label_swap,sum_channel,voro_radical,voro_radical_rebuilt,1,1,1.25036731106796029e-01,1.24852964218577583e-01,-1.83766888218445112e-04,7.63028601210439666e-02,7.63919639677511642e-02,8.91038467071975093e-05,1.22282817489610868e-01,1.22206582754270376e-01,-7.62347353404912997e-05,5.65875553933832931e-01,5.65166219137102965e-01,-7.09334796729965689e-04,1.17054749913869045e+02,1.16685546847521834e+02,-3.69203066347211006e-01,1.53737371383565330e-01,1.53139563358927977e-01,-5.97808024637352942e-04,5.19851488431121500e-01,5.20038609021075460e-01,1.87120589953959637e-04,1.23508138377197273e-02,1.23066160649285914e-02,-4.41977727911359308e-05,1.43524599916640128e-02,1.43524599916640128e-02,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,7.95885692841571624e-01,7.95876910122606529e-01,1.36727128119999861e+01,0,1,0,ok,radius labels permuted; distribution exactly preserved
2,6002,576,8.39999999999999969e-01,shape_descent,shape_channel,voro_radical,voro_radical_rebuilt,1,1,1.25036731106796029e-01,1.25039267550247524e-01,2.53644345149517392e-06,7.63028601210439666e-02,7.63028601210439666e-02,0.00000000000000000e+00,1.22282817489610868e-01,1.22288457791474167e-01,5.64030186329944616e-06,5.65875553933832931e-01,5.65875553933832931e-01,0.00000000000000000e+00,1.17054749913869045e+02,1.17054749913869045e+02,0.00000000000000000e+00,1.53737371383565330e-01,1.53737371383565330e-01,0.00000000000000000e+00,5.19851488431121500e-01,5.19851488431121500e-01,0.00000000000000000e+00,1.23508138377197273e-02,1.30705012574956585e-02,7.19687419775931134e-04,1.43524599916640128e-02,1.43524599916640128e-02,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,7.95885692841571624e-01,7.95885692841571624e-01,1.59942423749999989e+01,0,0,0,ok,stochastic coordinate shape descent
3,6003,576,8.39999999999999969e-01,bounded_ricci_du010,sum_channel,voro_radical,voro_radical_fixed_topology,1,1,1.19663896324682800e-01,1.14770829528833399e-01,-4.89306679584940174e-03,7.83444000628054499e-02,5.82650098922297757e-02,-2.00793901705756742e-02,1.19162689009560660e-01,1.17815128499691488e-01,-1.34756050986917231e-03,5.62097259702889374e-01,4.15909921978947661e-01,-1.46187337723941713e-01,1.24642257160761048e+02,8.53409512046303433e+01,-3.93013059561307045e+01,1.50068277927621091e-01,1.18404021711016313e-01,-3.16642562166047775e-02,5.66241311952062620e-01,4.67635806094847006e-01,-9.86055058572156140e-02,5.11738364152165316e-04,3.14863603836899653e-01,3.14351865472747460e-01,3.13922911108432956e-03,1.21141468010271591e-01,1.18002238899187262e-01,4.74246217406952830e+00,4.51073649960951872e+00,8.07523006986866521e-01,8.66196905563253683e-01,6.75164700999999923e-01,1,1,1,ok,relative_bounded_ricci
3,6003,576,8.39999999999999969e-01,box_shear_aspect,shape_channel,voro_radical,voro_radical_rebuilt,1,1,1.19663896324682800e-01,1.19663896324682800e-01,0.00000000000000000e+00,7.83444000628054499e-02,7.83444000628054499e-02,0.00000000000000000e+00,1.19162689009560660e-01,1.19162689009560660e-01,0.00000000000000000e+00,5.62097259702889374e-01,5.62097259702889374e-01,0.00000000000000000e+00,1.24642257160761048e+02,1.24642257160761048e+02,0.00000000000000000e+00,1.50068277927621091e-01,1.50068277927621091e-01,0.00000000000000000e+00,5.66241311952062620e-01,5.66241311952062620e-01,0.00000000000000000e+00,5.11738364152165316e-04,5.11738364152165316e-04,0.00000000000000000e+00,3.13922911108432956e-03,3.13922911108432956e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.07523006986866521e-01,8.07523006986866521e-01,1.15968374770000082e+01,0,0,0,ok,aspect-only box strain; shear omitted for rectangular voro++ container
3,6003,576,8.39999999999999969e-01,compression_step,coupled,voro_radical,voro_radical_rebuilt,1,1,1.19663896324682800e-01,1.19663896324682897e-01,9.71445146547011973e-17,7.83444000628054499e-02,7.83444000628054360e-02,-1.38777878078144568e-17,1.19162689009560660e-01,1.19162689009560438e-01,-2.22044604925031308e-16,5.62097259702889374e-01,5.62097259702889374e-01,0.00000000000000000e+00,1.24642257160761048e+02,1.24642257160761048e+02,0.00000000000000000e+00,1.50068277927621091e-01,1.50068277927621091e-01,0.00000000000000000e+00,5.66241311952062620e-01,5.66241311952062620e-01,0.00000000000000000e+00,5.11738364152165316e-04,0.00000000000000000e+00,-5.11738364152165316e-04,3.13922911108432956e-03,0.00000000000000000e+00,-3.13922911108432956e-03,4.74246217406952830e+00,4.74246217406952830e+00,8.07523006986866521e-01,8.07523006986866521e-01,8.55581124500000101e+00,1,1,1,ok,local phi scan best endpoint
3,6003,576,8.39999999999999969e-01,free_ricci,sum_channel,voro_radical,voro_radical_fixed_topology,1,1,1.19663896324682800e-01,1.12897382364071291e-01,-6.76651396061150878e-03,7.83444000628054499e-02,8.06121634575302226e-12,-7.83444000547442315e-02,1.19162689009560660e-01,1.16173706978025371e-01,-2.98898203153528941e-03,5.62097259702889374e-01,5.34119527120156700e-11,-5.62097259649477432e-01,1.24642257160761048e+02,1.91189944033480422e-08,-1.24642257141642048e+02,1.50068277927621091e-01,2.45338011487736267e-10,-1.50068277682283091e-01,5.66241311952062620e-01,4.47761914961804897e-10,-5.66241311504300682e-01,5.11738364152165316e-04,8.81760267389665131e+00,8.81709093553249978e+00,3.13922911108432956e-03,5.95578348655364298e-01,5.92439119544279968e-01,4.74246217406952830e+00,5.58656827732477534e+00,8.07523006986866521e-01,9.14075271430248026e-01,8.28966274999999087e-01,1,1,1,ok,converged: max_abs_K < tol
3,6003,576,8.39999999999999969e-01,post_voro_surgery,topology,voro_radical,post_surgery_nonradical,1,1,1.19663896324682800e-01,1.29724325325943746e-01,1.00604290012609454e-02,7.83444000628054499e-02,6.82971535197370305e-02,-1.00472465430684194e-02,1.19162689009560660e-01,1.34401257822629572e-01,1.52385688130689118e-02,5.62097259702889374e-01,4.94577213102497248e-01,-6.75200466003921251e-02,1.24642257160761048e+02,8.17349425235279625e+01,-4.29073146372330854e+01,1.50068277927621091e-01,1.35397754449390478e-01,-1.46705234782306126e-02,5.66241311952062620e-01,3.90790476911836326e-01,-1.75450835040226294e-01,5.11738364152165316e-04,5.11738364152165316e-04,0.00000000000000000e+00,3.13922911108432956e-03,3.13922911108432956e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.07523006986866521e-01,8.36252041556562964e-01,4.80825506981999979e+02,1,0,0,ok,light topology surgery; no longer radical
3,6003,576,8.39999999999999969e-01,radius_label_swap,sum_channel,voro_radical,voro_radical_rebuilt,1,1,1.19663896324682800e-01,1.19663896324682800e-01,0.00000000000000000e+00,7.83444000628054499e-02,7.83444000628054499e-02,0.00000000000000000e+00,1.19162689009560660e-01,1.19162689009560660e-01,0.00000000000000000e+00,5.62097259702889374e-01,5.62097259702889374e-01,0.00000000000000000e+00,1.24642257160761048e+02,1.24642257160761048e+02,0.00000000000000000e+00,1.50068277927621091e-01,1.50068277927621091e-01,0.00000000000000000e+00,5.66241311952062620e-01,5.66241311952062620e-01,0.00000000000000000e+00,5.11738364152165316e-04,5.11738364152165316e-04,0.00000000000000000e+00,3.13922911108432956e-03,3.13922911108432956e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.07523006986866521e-01,8.07523006986866521e-01,1.64918465340000466e+01,0,0,0,ok,radius labels permuted; distribution exactly preserved
3,6003,576,8.39999999999999969e-01,shape_descent,shape_channel,voro_radical,voro_radical_rebuilt,1,1,1.19663896324682800e-01,1.19666351125381737e-01,2.45480069893666553e-06,7.83444000628054499e-02,7.90223692506623887e-02,6.77969187856938826e-04,1.19162689009560660e-01,1.18609967630333574e-01,-5.52721379227086307e-04,5.62097259702889374e-01,5.66930415551315181e-01,4.83315584842580748e-03,1.24642257160761048e+02,1.25964562320055308e+02,1.32230515929425962e+00,1.50068277927621091e-01,1.52027551833499502e-01,1.95927390587841144e-03,5.66241311952062620e-01,5.66330308501143520e-01,8.89965490808997117e-05,5.11738364152165316e-04,5.17170736640281173e-04,5.43237248811585718e-06,3.13922911108432956e-03,3.13922911108432956e-03,0.00000000000000000e+00,4.74246217406952830e+00,4.74246217406952830e+00,8.07523006986866521e-01,8.07114091521909494e-01,1.47728377430000251e+01,0,1,0,ok,stochastic coordinate shape descent
