attempt,accepted,Theta_sum_old,Theta_shape_old,Theta_sum_after_instant,Theta_shape_after_instant,Theta_sum_after_quench,Theta_shape_after_quench,F_old,F_after_quench,U_old,U_after_quench,flipped_edge_i,flipped_edge_j
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
0,1,5.21542178875550461e-02,1.13455016379813367e-01,5.28138615422065888e-02,1.15630923696787652e-01,5.28138615422065472e-02,1.12402981506733529e-01,5.94167263718555355e-02,4.90644798180358832e-02,6.19051648898110499e-02,4.20126306876607292e-02,160,219
