cycle,block_name,Delta_Theta_sum,Delta_Theta_shape,Delta_Theta_NM,Delta_B_rms,Delta_du_rms,Delta_U_overlap,accepted
73,shape,-4.16333634234433703e-17,-2.63008727228827843e-04,-1.48087647502778696e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19174015171130687e-03,1
73,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
74,shape,-4.16333634234433703e-17,-2.63008727228827843e-04,-1.48087647502778696e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19174015171130687e-03,1
74,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
75,shape,3.46944695195361419e-17,-2.50471589132258976e-04,-1.40288672695429439e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.15768600279233386e-03,1
75,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
75,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
76,shape,3.46944695195361419e-17,-2.50471589132258976e-04,-1.40288672695429439e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.15768600279233386e-03,1
76,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
77,shape,3.46944695195361419e-17,-2.50471589132258976e-04,-1.40288672695429439e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.15768600279233386e-03,1
77,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
78,shape,3.46944695195361419e-17,-2.50471589132258976e-04,-1.40288672695429439e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.15768600279233386e-03,1
78,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
79,shape,3.46944695195361419e-17,-2.50471589132258976e-04,-1.40288672695429439e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.15768600279233386e-03,1
79,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
80,shape,-2.08166817117216851e-17,-2.48578555429188053e-04,-1.39007293488396799e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17215655181140271e-03,1
80,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
80,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
80,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
81,shape,6.93889390390722838e-18,-2.47016273807174058e-04,-1.38370565675879909e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18604250659756078e-03,1
81,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
82,shape,6.93889390390722838e-18,-2.47016273807174058e-04,-1.38370565675879909e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18604250659756078e-03,1
82,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
83,shape,6.93889390390722838e-18,-2.47016273807174058e-04,-1.38370565675879909e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18604250659756078e-03,1
83,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
84,shape,6.93889390390722838e-18,-2.47016273807174058e-04,-1.38370565675879909e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18604250659756078e-03,1
84,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
85,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
85,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
85,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
86,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
86,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
87,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
87,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
88,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
88,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
89,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
89,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
90,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
90,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
90,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
90,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
91,shape,-6.93889390390722838e-18,-2.45351706390742330e-04,-1.37689764509826840e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19958654593892156e-03,1
91,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
92,shape,2.77555756156289135e-17,-2.34152887053057368e-04,-1.31062827956510142e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.16258090426777511e-03,1
92,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
93,shape,-2.77555756156289135e-17,-2.32873609720754549e-04,-1.29413429241678757e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17450747827552854e-03,1
93,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
94,shape,0.00000000000000000e+00,-2.31643375607812341e-04,-1.28143258492613432e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18584909869581812e-03,1
94,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
95,shape,0.00000000000000000e+00,-2.31643375607812341e-04,-1.28143258492613432e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18584909869581812e-03,1
95,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
95,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
96,shape,0.00000000000000000e+00,-2.30134168211965084e-04,-1.26919062920755055e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19682497007860683e-03,1
96,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
97,shape,0.00000000000000000e+00,-2.30134168211965084e-04,-1.26919062920755055e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19682497007860683e-03,1
97,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
98,shape,-1.38777878078144568e-17,-2.29164274413759528e-04,-1.25200247213658189e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.20743659452225011e-03,1
98,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
99,shape,-1.38777878078144568e-17,-2.29164274413759528e-04,-1.25200247213658189e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.20743659452225011e-03,1
99,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
100,shape,-1.38777878078144568e-17,-2.29164274413759528e-04,-1.25200247213658189e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.20743659452225011e-03,1
100,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
100,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
100,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
101,shape,-1.38777878078144568e-17,-2.29164274413759528e-04,-1.25200247213658189e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.20743659452225011e-03,1
101,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
102,shape,6.93889390390722838e-18,-2.18825151916485217e-04,-1.18166330239172224e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.16748140961392410e-03,1
102,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
103,shape,6.93889390390722838e-18,-2.18825151916485217e-04,-1.18166330239172224e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.16748140961392410e-03,1
103,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
104,shape,-6.93889390390722838e-18,-2.17780105272374902e-04,-1.17528428065880042e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17680351045045678e-03,1
104,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
105,shape,-6.93889390390722838e-18,-2.17780105272374902e-04,-1.17528428065880042e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17680351045045678e-03,1
105,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
105,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
106,shape,-6.93889390390722838e-18,-2.17780105272374902e-04,-1.17528428065880042e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17680351045045678e-03,1
106,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
107,shape,0.00000000000000000e+00,-2.16731534935690751e-04,-1.17025692098052247e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18598632941613324e-03,1
107,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
108,shape,0.00000000000000000e+00,-2.16731534935690751e-04,-1.17025692098052247e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18598632941613324e-03,1
108,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
109,shape,6.93889390390722838e-18,-2.15700272406374460e-04,-1.16290555259621065e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19481145769478880e-03,1
109,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
110,shape,6.93889390390722838e-18,-2.15700272406374460e-04,-1.16290555259621065e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19481145769478880e-03,1
110,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
110,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
110,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
111,shape,6.93889390390722838e-18,-2.15700272406374460e-04,-1.16290555259621065e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.19481145769478880e-03,1
111,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
112,shape,-6.93889390390722838e-18,-2.14756235969934539e-04,-1.15875456121419806e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.20336157442939296e-03,1
112,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
113,shape,2.77555756156289135e-17,-2.13664427127724377e-04,-1.14903418159895132e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.21157293058134219e-03,1
113,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
114,shape,-2.08166817117216851e-17,-2.12361611487243973e-04,-1.14448820775131521e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.21942519823281526e-03,1
114,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
115,shape,-2.08166817117216851e-17,-2.12361611487243973e-04,-1.14448820775131521e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.21942519823281526e-03,1
115,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
115,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
116,shape,-2.08166817117216851e-17,-2.12361611487243973e-04,-1.14448820775131521e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.21942519823281526e-03,1
116,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
117,shape,6.93889390390722838e-18,-2.02799441938419922e-04,-1.09403040606428914e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17677784449692763e-03,1
117,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
118,shape,6.93889390390722838e-18,-2.02799441938419922e-04,-1.09403040606428914e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17677784449692763e-03,1
118,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
119,shape,6.93889390390722838e-18,-2.02799441938419922e-04,-1.09403040606428914e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.17677784449692763e-03,1
119,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
120,shape,-1.38777878078144568e-17,-2.01346413703909488e-04,-1.08953206449033391e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18335892976097895e-03,1
120,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
120,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
120,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
121,shape,-1.38777878078144568e-17,-2.01346413703909488e-04,-1.08953206449033391e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.18335892976097895e-03,1
121,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
122,shape,1.38777878078144568e-17,-1.83445659681327755e-04,-9.91509378540783581e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.08930516712260617e-03,1
122,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
123,shape,1.38777878078144568e-17,-1.83445659681327755e-04,-9.91509378540783581e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.08930516712260617e-03,1
123,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
124,shape,1.38777878078144568e-17,-1.83445659681327755e-04,-9.91509378540783581e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.08930516712260617e-03,1
124,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
125,shape,1.38777878078144568e-17,-1.83445659681327755e-04,-9.91509378540783581e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.08930516712260617e-03,1
125,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
125,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
126,shape,1.38777878078144568e-17,-1.83445659681327755e-04,-9.91509378540783581e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.08930516712260617e-03,1
126,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
127,shape,1.38777878078144568e-17,-1.82470923210151237e-04,-9.87975621946496352e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09432414664852734e-03,1
127,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
128,shape,1.38777878078144568e-17,-1.82470923210151237e-04,-9.87975621946496352e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09432414664852734e-03,1
128,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
129,shape,1.38777878078144568e-17,-1.82470923210151237e-04,-9.87975621946496352e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09432414664852734e-03,1
129,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
130,shape,-1.38777878078144568e-17,-1.81552095483539233e-04,-9.85274442266981243e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09910548459091900e-03,1
130,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
130,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
130,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
131,shape,-1.38777878078144568e-17,-1.81552095483539233e-04,-9.85274442266981243e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09910548459091900e-03,1
131,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
132,shape,-1.38777878078144568e-17,-1.81552095483539233e-04,-9.85274442266981243e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.09910548459091900e-03,1
132,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
133,shape,0.00000000000000000e+00,-1.80782051782457653e-04,-9.82584658548724121e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.10369765385785051e-03,1
133,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
134,shape,0.00000000000000000e+00,-1.80782051782457653e-04,-9.82584658548724121e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.10369765385785051e-03,1
134,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
135,shape,0.00000000000000000e+00,-1.80782051782457653e-04,-9.82584658548724121e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.10369765385785051e-03,1
135,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
135,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
136,shape,1.38777878078144568e-17,-1.79881568410228398e-04,-9.79222043008126652e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.10811401782059948e-03,1
136,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
137,shape,-1.38777878078144568e-17,-1.79204855346573599e-04,-9.75336123602149607e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11233989945778988e-03,1
137,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
138,shape,-1.38777878078144568e-17,-1.79204855346573599e-04,-9.75336123602149607e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11233989945778988e-03,1
138,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
139,shape,-1.38777878078144568e-17,-1.79204855346573599e-04,-9.75336123602149607e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11233989945778988e-03,1
139,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
140,shape,0.00000000000000000e+00,-1.78370666066712813e-04,-9.72157907086212969e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11648535102396029e-03,1
140,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
140,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
140,surgery_microquench,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
141,shape,0.00000000000000000e+00,-1.78370666066712813e-04,-9.72157907086212969e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11648535102396029e-03,1
141,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
142,shape,0.00000000000000000e+00,-1.78370666066712813e-04,-9.72157907086212969e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.11648535102396029e-03,1
142,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
143,shape,-6.93889390390722838e-18,-1.77578462670788251e-04,-9.67542453826492066e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.12047090673703109e-03,1
143,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
144,shape,6.93889390390722838e-18,-1.76719709561373728e-04,-9.63061412284083040e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.12426626200436142e-03,1
144,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
145,shape,6.93889390390722838e-18,-1.76719709561373728e-04,-9.63061412284083040e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.12426626200436142e-03,1
145,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
145,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
146,shape,6.93889390390722838e-18,-1.76719709561373728e-04,-9.63061412284083040e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.12426626200436142e-03,1
146,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
147,shape,6.93889390390722838e-18,-1.75828041883527297e-04,-9.48320779768363487e-05,0.00000000000000000e+00,0.00000000000000000e+00,1.12789666837626035e-03,1
147,ricci,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
