cycle,F_total,Theta_NM,Theta_sum,Theta_shape,B_rms,S_pred,du_rms,du_max,U_overlap,max_overlap,radius_ratio,Lx,Ly,shear,accepted_cycle,ran_box,ran_surgery
66,4.03630786756905696e-02,1.02835398396858055e-01,5.92998479026872194e-02,9.89652749958825351e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.45167108087748448e-02,7.40925395880138726e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
67,4.03630786756905696e-02,1.02835398396858055e-01,5.92998479026872194e-02,9.89652749958825351e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.45167108087748448e-02,7.40925395880138726e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
68,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,1,0,0
69,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
70,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,1,1
71,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
72,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
73,4.08457711202974694e-02,1.02686724926104020e-01,5.92998479026872333e-02,9.87007648574015073e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.56912343842870003e-02,7.51567468015110762e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
74,4.13379428931676882e-02,1.02538637278601241e-01,5.92998479026871916e-02,9.84377561301726794e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.68829745359983072e-02,7.62077111683057140e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,1,0,0
75,4.13379428931676882e-02,1.02538637278601241e-01,5.92998479026871916e-02,9.84377561301726794e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.68829745359983072e-02,7.62077111683057140e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,1,0
76,4.13379428931676882e-02,1.02538637278601241e-01,5.92998479026871916e-02,9.84377561301726794e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.68829745359983072e-02,7.62077111683057140e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
77,4.13379428931676882e-02,1.02538637278601241e-01,5.92998479026871916e-02,9.84377561301726794e-02,4.34130037581270112e-01,8.48520392236527385e+01,1.19537850046901539e-01,4.61870194088733199e-01,3.68829745359983072e-02,7.62077111683057140e-02,3.96963159897474416e+00,3.27000223915208679e+01,3.29299560405940284e+01,0.00000000000000000e+00,0,0,0
