attempt,accepted,Theta_sum_old,Theta_shape_old,Theta_sum_after_instant,Theta_shape_after_instant,Theta_sum_after_quench,Theta_shape_after_quench,F_old,F_after_quench,U_old,U_after_quench,flipped_edge_i,flipped_edge_j
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
0,1,5.21542178875550322e-02,1.13240750976986743e-01,5.28138615422065610e-02,1.15408239995403450e-01,5.28138615422065749e-02,1.10849159552667512e-01,5.71455447450151671e-02,4.37059738774296727e-02,5.75570938757775166e-02,3.26831951187296563e-02,160,219
