cycle,F_total,Theta_NM,Theta_sum,Theta_shape,B_rms,S_pred,du_rms,du_max,U_overlap,max_overlap,radius_ratio,Lx,Ly,shear,accepted_cycle,ran_box,ran_surgery
71,1.84569655591893290e-02,6.23831124775680659e-02,4.51604846175457930e-02,4.32202006701624675e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.53630493927190281e-01,1.72987826788648658e-01,3.99951637662866810e+00,3.25278425669148774e+01,3.31042643748676042e+01,0.00000000000000000e+00,1,0,0
72,1.85620129951189969e-02,6.21393036075312544e-02,4.51604846175458069e-02,4.28561716916992241e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.56984814401812034e-01,1.74352925035981210e-01,3.99951637662866810e+00,3.25278425669148774e+01,3.31042643748676042e+01,0.00000000000000000e+00,1,0,0
73,1.85620129951189969e-02,6.21393036075312544e-02,4.51604846175458069e-02,4.28561716916992241e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.56984814401812034e-01,1.74352925035981210e-01,3.99951637662866810e+00,3.25278425669148774e+01,3.31042643748676042e+01,0.00000000000000000e+00,0,0,0
74,1.85620129951189969e-02,6.21393036075312544e-02,4.51604846175458069e-02,4.28561716916992241e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.56984814401812034e-01,1.74352925035981210e-01,3.99951637662866810e+00,3.25278425669148774e+01,3.31042643748676042e+01,0.00000000000000000e+00,0,0,0
75,1.86674959261167658e-02,6.18919679886279148e-02,4.51604846175458208e-02,4.24819742200699332e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.60371805759116004e-01,1.76006037660708881e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,1,0
76,1.87774412520501990e-02,6.16552607615724543e-02,4.51604846175458347e-02,4.21220752636948317e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.63788668642357171e-01,1.77308850566490150e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
77,1.88860849129520586e-02,6.14241232129334666e-02,4.51604846175458069e-02,4.17670350023592526e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.67152902325677233e-01,1.78534814875179082e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
78,1.89964525728225017e-02,6.11949604004946787e-02,4.51604846175458138e-02,4.14127852418452944e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.70538912779130170e-01,1.79717718280848482e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
79,1.91070459748035847e-02,6.09637723477399820e-02,4.51604846175458277e-02,4.10586519892215882e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.73919015951359424e-01,1.80850212716555214e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
80,1.91070459748035847e-02,6.09637723477399820e-02,4.51604846175458277e-02,4.10586519892215882e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.73919015951359424e-01,1.80850212716555214e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,0,1,1
81,1.92185106826545313e-02,6.07325027446368668e-02,4.51604846175457930e-02,4.07012068806137245e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.77317296573718119e-01,1.81941083430111172e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
82,1.93264599137284200e-02,6.05070546580559199e-02,4.51604846175458485e-02,4.03515813934713780e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.80609806018578656e-01,1.82954196147387060e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
83,1.93264599137284200e-02,6.05070546580559199e-02,4.51604846175458485e-02,4.03515813934713780e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.80609806018578656e-01,1.82954196147387060e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,0,0,0
84,1.94318495291979296e-02,6.02806943871924059e-02,4.51604846175458208e-02,4.00028595372182577e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.83838452319950141e-01,1.83904228246835055e-01,3.99951637662866810e+00,3.25199776578333157e+01,3.31122705928379801e+01,0.00000000000000000e+00,1,0,0
85,1.95265429056128738e-02,6.00427475802276026e-02,4.51604846175458277e-02,3.96297297245649036e-02,3.29404475492097948e-01,5.50870879458858269e+01,9.63630336411470806e-02,3.46640815829057647e-01,2.86920851572743052e-01,1.85440356421118224e-01,3.99951637662866810e+00,3.25042034129277724e+01,3.31283399319039091e+01,0.00000000000000000e+00,1,1,0
