attempt,accepted,Theta_sum_old,Theta_shape_old,Theta_sum_after_instant,Theta_shape_after_instant,Theta_sum_after_quench,Theta_shape_after_quench,F_old,F_after_quench,U_old,U_after_quench,flipped_edge_i,flipped_edge_j
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
0,1,5.21542178875550599e-02,1.13551212362827378e-01,5.28138615422066027e-02,1.15726388624509943e-01,5.28138615422065888e-02,1.12643557492255825e-01,6.00565775932523499e-02,5.01594473570985896e-02,6.30975189833078709e-02,4.39860025941538682e-02,160,219
