cycle,F_total,Theta_NM,Theta_sum,Theta_shape,B_rms,S_pred,du_rms,du_max,U_overlap,max_overlap,radius_ratio,Lx,Ly,shear,accepted_cycle,ran_box,ran_surgery
34,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
35,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
36,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
37,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
38,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
39,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
40,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
41,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
42,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
43,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
44,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
45,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
46,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
47,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
48,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
49,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
50,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
51,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
52,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
53,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
54,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
55,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
56,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
57,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
58,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
59,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
60,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
61,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
62,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
63,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
64,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
65,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
66,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
67,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
68,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
69,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
70,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
71,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
72,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
73,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
74,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
75,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
76,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
77,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
78,3.22287043049821476e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
