cycle,block_name,Delta_Theta_sum,Delta_Theta_shape,Delta_Theta_NM,Delta_B_rms,Delta_du_rms,Delta_U_overlap,accepted
29,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
30,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
30,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
30,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
30,surgery_microquench,2.39869018410339072e-03,-5.81319007840044866e-04,-8.88525217521834998e-04,6.57775372571450939e-02,1.31386139357737436e-02,-1.98010877056061130e-01,1
31,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
31,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
32,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
32,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
33,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
33,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
34,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
34,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
35,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
35,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
35,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
36,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
36,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
37,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
37,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
38,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
38,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
39,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
39,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
40,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
40,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
40,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
40,surgery_microquench,2.39869018410339072e-03,-5.81319007840044866e-04,-8.88525217521834998e-04,6.57775372571450939e-02,1.31386139357737436e-02,-1.98010877056061130e-01,1
41,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
41,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
42,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
42,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
43,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
43,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
44,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
44,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
45,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
45,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
45,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
46,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
46,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
47,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
47,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
48,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
48,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
49,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
49,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
50,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
50,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
50,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
50,surgery_microquench,2.39869018410339072e-03,-5.81319007840044866e-04,-8.88525217521834998e-04,6.57775372571450939e-02,1.31386139357737436e-02,-1.98010877056061130e-01,1
51,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
51,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
52,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
52,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
53,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
53,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
54,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
54,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
55,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
55,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
55,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
56,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
56,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
57,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
57,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
58,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
58,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
59,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
59,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
60,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
60,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
60,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
60,surgery_microquench,2.39869018410339072e-03,-5.81319007840044866e-04,-8.88525217521834998e-04,6.57775372571450939e-02,1.31386139357737436e-02,-1.98010877056061130e-01,1
61,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
61,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
62,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
62,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
63,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
63,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
64,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
64,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
65,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
65,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
65,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
66,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
66,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
67,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
67,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
68,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
68,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
69,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
69,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
70,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
70,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
70,box,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1
70,surgery_microquench,2.39869018410339072e-03,-5.81319007840044866e-04,-8.88525217521834998e-04,6.57775372571450939e-02,1.31386139357737436e-02,-1.98010877056061130e-01,1
71,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
71,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
72,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
72,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
73,shape,0.00000000000000000e+00,-1.61884032544687417e-03,-9.46604369888290331e-04,0.00000000000000000e+00,0.00000000000000000e+00,1.09042973299441903e-03,1
73,ricci,-5.37335430819149695e-02,-2.75246983916659083e-03,-7.30708883597486203e-03,-3.93546378114383588e-01,-8.71181939750887424e-02,1.61394932020500947e+00,1
