cycle,F_total,Theta_NM,Theta_sum,Theta_shape,B_rms,S_pred,du_rms,du_max,U_overlap,max_overlap,radius_ratio,Lx,Ly,shear,accepted_cycle,ran_box,ran_surgery
32,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
33,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
34,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
35,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
36,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
37,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
38,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
39,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
40,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
41,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
42,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
43,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
44,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
45,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
46,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
47,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
48,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
49,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
50,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
51,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
52,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
53,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
54,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
55,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
56,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
57,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
58,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
59,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
60,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
61,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
62,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
63,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
64,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
65,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
66,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
67,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
68,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
69,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
70,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,1
71,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
72,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
73,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
74,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
75,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,1,0
76,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
77,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
78,7.14574924667399081e-02,1.17236124075458970e-01,6.65912349884724697e-02,1.17538624077935555e-01,4.88451484503178601e-01,1.03607912312341711e+02,1.31670700955504955e-01,5.22692045584683185e-01,3.27310854847368275e-04,3.49675693641504637e-03,3.96077057090769946e+00,3.28147878231632433e+01,3.28147878231632433e+01,0.00000000000000000e+00,0,0,0
